time,open,high,low,close,tick_volume,spread,real_volume,symbol,timeframe
2019-07-12 16:00:00,1.12452,1.12679,1.12412,1.1267800000000001,19604,0,0,EURUSD,H4
2019-07-12 20:00:00,1.12677,1.12741,1.12637,1.127,8636,0,0,EURUSD,H4
2019-07-15 00:00:00,1.12672,1.12746,1.1263,1.1274,5447,0,0,EURUSD,H4
2019-07-15 04:00:00,1.1274,1.12745,1.12642,1.12723,7430,0,0,EURUSD,H4
2019-07-15 08:00:00,1.1272199999999999,1.12837,1.12697,1.12728,11408,0,0,EURUSD,H4
2019-07-15 12:00:00,1.12729,1.12839,1.12614,1.12656,11686,0,0,EURUSD,H4
2019-07-15 16:00:00,1.12656,1.1271200000000001,1.12534,1.12591,14905,0,0,EURUSD,H4
2019-07-15 20:00:00,1.12591,1.12601,1.1254,1.12577,4838,0,0,EURUSD,H4
2019-07-16 00:00:00,1.12573,1.12632,1.12573,1.12584,7592,0,0,EURUSD,H4
2019-07-16 04:00:00,1.12585,1.12634,1.12554,1.126,4289,0,0,EURUSD,H4
2019-07-16 08:00:00,1.12601,1.12618,1.1236,1.12452,11630,0,0,EURUSD,H4
2019-07-16 12:00:00,1.12452,1.12457,1.12091,1.12193,18679,0,0,EURUSD,H4
2019-07-16 16:00:00,1.12193,1.12244,1.12077,1.12124,17786,0,0,EURUSD,H4
2019-07-16 20:00:00,1.12123,1.1219999999999999,1.12019,1.12093,11930,0,0,EURUSD,H4
2019-07-17 00:00:00,1.12097,1.1213,1.12069,1.12116,4000,0,0,EURUSD,H4
2019-07-17 04:00:00,1.12117,1.12157,1.12079,1.12157,4574,0,0,EURUSD,H4
2019-07-17 08:00:00,1.1215600000000001,1.12174,1.11997,1.12107,11344,0,0,EURUSD,H4
2019-07-17 12:00:00,1.12107,1.12222,1.1209500000000001,1.12116,11724,0,0,EURUSD,H4
2019-07-17 16:00:00,1.12116,1.12335,1.12113,1.12246,16253,0,0,EURUSD,H4
2019-07-17 20:00:00,1.12246,1.12311,1.12192,1.12248,8090,0,0,EURUSD,H4
2019-07-18 00:00:00,1.12233,1.12387,1.12232,1.12378,4410,0,0,EURUSD,H4
2019-07-18 04:00:00,1.12377,1.12416,1.12327,1.12366,6344,0,0,EURUSD,H4
2019-07-18 08:00:00,1.12367,1.1244,1.12338,1.12394,12931,0,0,EURUSD,H4
2019-07-18 12:00:00,1.12395,1.12399,1.12052,1.12167,26724,0,0,EURUSD,H4
2019-07-18 16:00:00,1.12167,1.12297,1.1213,1.12241,17262,0,0,EURUSD,H4
2019-07-18 20:00:00,1.12241,1.12804,1.12222,1.12768,24129,0,0,EURUSD,H4
2019-07-19 00:00:00,1.12761,1.12821,1.12404,1.12611,11082,0,0,EURUSD,H4
2019-07-19 04:00:00,1.1261,1.12683,1.12583,1.12595,6480,0,0,EURUSD,H4
2019-07-19 08:00:00,1.12596,1.12655,1.12502,1.12512,12953,0,0,EURUSD,H4
2019-07-19 12:00:00,1.12511,1.12523,1.12171,1.12254,16414,0,0,EURUSD,H4
2019-07-19 16:00:00,1.12254,1.12388,1.12143,1.12287,22410,0,0,EURUSD,H4
2019-07-19 20:00:00,1.12286,1.12298,1.1203400000000001,1.12199,19719,0,0,EURUSD,H4
2019-07-22 00:00:00,1.12144,1.12201,1.12105,1.12116,5532,0,0,EURUSD,H4
2019-07-22 04:00:00,1.12116,1.12209,1.12076,1.12181,7315,0,0,EURUSD,H4
2019-07-22 08:00:00,1.12182,1.12239,1.12119,1.12174,12954,0,0,EURUSD,H4
2019-07-22 12:00:00,1.12174,1.12245,1.12069,1.12179,14002,0,0,EURUSD,H4
2019-07-22 16:00:00,1.12179,1.12253,1.12121,1.12183,16121,0,0,EURUSD,H4
2019-07-22 20:00:00,1.12184,1.12199,1.12062,1.12083,9744,0,0,EURUSD,H4
2019-07-23 00:00:00,1.1208,1.12094,1.12033,1.12045,4413,0,0,EURUSD,H4
2019-07-23 04:00:00,1.12046,1.12048,1.11898,1.11921,6976,0,0,EURUSD,H4
2019-07-23 08:00:00,1.11921,1.1196,1.1181,1.1183,12382,0,0,EURUSD,H4
2019-07-23 12:00:00,1.1183,1.11848,1.11682,1.11689,15154,0,0,EURUSD,H4
2019-07-23 16:00:00,1.1169,1.11696,1.11475,1.11506,18686,0,0,EURUSD,H4
2019-07-23 20:00:00,1.11506,1.11575,1.11458,1.11508,11896,0,0,EURUSD,H4
2019-07-24 00:00:00,1.11514,1.1155,1.11441,1.11484,4174,0,0,EURUSD,H4
2019-07-24 04:00:00,1.11484,1.115,1.11426,1.11453,3673,0,0,EURUSD,H4
2019-07-24 08:00:00,1.11452,1.1155599999999999,1.11269,1.11384,19897,0,0,EURUSD,H4
2019-07-24 12:00:00,1.11383,1.11553,1.11355,1.11418,15634,0,0,EURUSD,H4
2019-07-24 16:00:00,1.11418,1.11558,1.11392,1.11452,15995,0,0,EURUSD,H4
2019-07-24 20:00:00,1.11453,1.11461,1.1132900000000001,1.1139000000000001,8045,0,0,EURUSD,H4
2019-07-25 00:00:00,1.11398,1.11433,1.11344,1.11362,4323,0,0,EURUSD,H4
2019-07-25 04:00:00,1.11363,1.11415,1.11336,1.11345,4293,0,0,EURUSD,H4
2019-07-25 08:00:00,1.11346,1.11372,1.11222,1.11291,9653,0,0,EURUSD,H4
2019-07-25 12:00:00,1.11292,1.11616,1.11014,1.11547,43284,0,0,EURUSD,H4
2019-07-25 16:00:00,1.11549,1.11877,1.11324,1.11335,44922,0,0,EURUSD,H4
2019-07-25 20:00:00,1.11334,1.1151200000000001,1.11265,1.11461,11728,0,0,EURUSD,H4
2019-07-26 00:00:00,1.11465,1.11496,1.11423,1.11465,3186,0,0,EURUSD,H4
2019-07-26 04:00:00,1.11464,1.11509,1.11452,1.11474,3710,0,0,EURUSD,H4
2019-07-26 08:00:00,1.11474,1.11484,1.11321,1.11358,12111,0,0,EURUSD,H4
2019-07-26 12:00:00,1.11357,1.11473,1.11255,1.11335,13894,0,0,EURUSD,H4
2019-07-26 16:00:00,1.11335,1.11419,1.1112,1.11218,23425,0,0,EURUSD,H4
2019-07-26 20:00:00,1.11219,1.11325,1.1118999999999999,1.11267,7971,0,0,EURUSD,H4
2019-07-29 00:00:00,1.11245,1.11376,1.11202,1.11365,3421,0,0,EURUSD,H4
2019-07-29 04:00:00,1.11364,1.11388,1.11258,1.1126800000000001,3522,0,0,EURUSD,H4
2019-07-29 08:00:00,1.11269,1.11287,1.1117,1.11233,7735,0,0,EURUSD,H4
2019-07-29 12:00:00,1.11232,1.11285,1.1113,1.11232,12156,0,0,EURUSD,H4
2019-07-29 16:00:00,1.11233,1.11437,1.11177,1.114,16943,0,0,EURUSD,H4
2019-07-29 20:00:00,1.114,1.1151,1.11391,1.1145100000000001,7918,0,0,EURUSD,H4
2019-07-30 00:00:00,1.11447,1.11472,1.11403,1.11415,4623,0,0,EURUSD,H4
2019-07-30 04:00:00,1.11416,1.11443,1.11335,1.1137,7076,0,0,EURUSD,H4
2019-07-30 08:00:00,1.1137,1.11494,1.11322,1.11467,16117,0,0,EURUSD,H4
2019-07-30 12:00:00,1.11468,1.11597,1.11396,1.1154,18360,0,0,EURUSD,H4
2019-07-30 16:00:00,1.11541,1.11551,1.1138,1.11523,18303,0,0,EURUSD,H4
2019-07-30 20:00:00,1.11522,1.11611,1.11496,1.11557,7855,0,0,EURUSD,H4
2019-07-31 00:00:00,1.11539,1.11592,1.11535,1.11536,4861,0,0,EURUSD,H4
2019-07-31 04:00:00,1.11536,1.11559,1.11479,1.11553,5861,0,0,EURUSD,H4
2019-07-31 08:00:00,1.11553,1.11621,1.11431,1.11444,12905,0,0,EURUSD,H4
2019-07-31 12:00:00,1.11443,1.11528,1.11435,1.1151,11434,0,0,EURUSD,H4
2019-07-31 16:00:00,1.11511,1.11518,1.11205,1.11281,24809,0,0,EURUSD,H4
2019-07-31 20:00:00,1.11283,1.11392,1.10602,1.10764,68510,0,0,EURUSD,H4
2019-08-01 00:00:00,1.10755,1.10806,1.10337,1.10415,13105,0,0,EURUSD,H4
2019-08-01 04:00:00,1.10416,1.10533,1.10377,1.10532,10814,0,0,EURUSD,H4
2019-08-01 08:00:00,1.10533,1.10537,1.10321,1.10472,17581,0,0,EURUSD,H4
2019-08-01 12:00:00,1.10471,1.1050200000000001,1.10269,1.10297,22201,0,0,EURUSD,H4
2019-08-01 16:00:00,1.10297,1.10698,1.1027,1.10683,31857,0,0,EURUSD,H4
2019-08-01 20:00:00,1.10683,1.10957,1.10644,1.10848,53978,0,0,EURUSD,H4
2019-08-02 00:00:00,1.10847,1.10965,1.10743,1.10889,12468,0,0,EURUSD,H4
2019-08-02 04:00:00,1.1089,1.10948,1.10699,1.10824,19948,0,0,EURUSD,H4
2019-08-02 08:00:00,1.10824,1.1115,1.10772,1.10962,31063,0,0,EURUSD,H4
2019-08-02 12:00:00,1.1096300000000001,1.1107,1.10783,1.1085099999999999,32754,0,0,EURUSD,H4
2019-08-02 16:00:00,1.10852,1.11158,1.10814,1.11142,49861,0,0,EURUSD,H4
2019-08-02 20:00:00,1.11142,1.11164,1.11039,1.11049,20275,0,0,EURUSD,H4
2019-08-05 00:00:00,1.11002,1.11327,1.10981,1.11258,13216,0,0,EURUSD,H4
2019-08-05 04:00:00,1.11258,1.11319,1.1112,1.11276,46779,0,0,EURUSD,H4
2019-08-05 08:00:00,1.11276,1.11475,1.11142,1.11467,32186,0,0,EURUSD,H4
2019-08-05 12:00:00,1.11467,1.11842,1.11416,1.11769,42720,0,0,EURUSD,H4
2019-08-05 16:00:00,1.1177,1.12131,1.11701,1.12108,64463,0,0,EURUSD,H4
2019-08-05 20:00:00,1.12109,1.12119,1.11937,1.12027,22918,0,0,EURUSD,H4
2019-08-06 00:00:00,1.12028,1.1249500000000001,1.11995,1.12428,21611,0,0,EURUSD,H4
2019-08-06 04:00:00,1.12428,1.12428,1.11901,1.12027,43625,0,0,EURUSD,H4
2019-08-06 08:00:00,1.12029,1.12186,1.11967,1.11991,41238,0,0,EURUSD,H4
2019-08-06 12:00:00,1.11991,1.12053,1.11774,1.11798,27072,0,0,EURUSD,H4
2019-08-06 16:00:00,1.11799,1.12058,1.11676,1.11976,60579,0,0,EURUSD,H4
2019-08-06 20:00:00,1.11978,1.12065,1.11907,1.12015,27313,0,0,EURUSD,H4
2019-08-07 00:00:00,1.11967,1.12175,1.11965,1.1209,10573,0,0,EURUSD,H4
2019-08-07 04:00:00,1.1209,1.12197,1.12054,1.12112,26535,0,0,EURUSD,H4
2019-08-07 08:00:00,1.12112,1.12121,1.1187,1.11906,26000,0,0,EURUSD,H4
2019-08-07 12:00:00,1.11905,1.12086,1.1179000000000001,1.12071,35705,0,0,EURUSD,H4
2019-08-07 16:00:00,1.12071,1.12418,1.12036,1.12272,78980,0,0,EURUSD,H4
2019-08-07 20:00:00,1.12272,1.1231,1.11986,1.11992,33662,0,0,EURUSD,H4
2019-08-08 00:00:00,1.12003,1.12137,1.11972,1.12103,14338,0,0,EURUSD,H4
2019-08-08 04:00:00,1.12102,1.12124,1.12009,1.1209500000000001,10910,0,0,EURUSD,H4
2019-08-08 08:00:00,1.1209500000000001,1.12277,1.12003,1.12147,16501,0,0,EURUSD,H4
2019-08-08 12:00:00,1.12146,1.12205,1.11811,1.12042,22365,0,0,EURUSD,H4
2019-08-08 16:00:00,1.12041,1.12327,1.11873,1.12049,45218,0,0,EURUSD,H4
2019-08-08 20:00:00,1.12048,1.12106,1.11769,1.11794,21229,0,0,EURUSD,H4
2019-08-09 00:00:00,1.11795,1.11947,1.11781,1.11929,6994,0,0,EURUSD,H4
2019-08-09 04:00:00,1.11929,1.11972,1.11896,1.11948,7793,0,0,EURUSD,H4
2019-08-09 08:00:00,1.11949,1.11982,1.11834,1.11942,23582,0,0,EURUSD,H4
2019-08-09 12:00:00,1.11942,1.12081,1.11935,1.12016,26841,0,0,EURUSD,H4
2019-08-09 16:00:00,1.12016,1.12229,1.11882,1.1211,44080,0,0,EURUSD,H4
2019-08-09 20:00:00,1.12109,1.12124,1.12,1.12008,17232,0,0,EURUSD,H4
2019-08-12 00:00:00,1.11977,1.12081,1.11972,1.12052,5314,0,0,EURUSD,H4
2019-08-12 04:00:00,1.12052,1.12099,1.12033,1.12092,9775,0,0,EURUSD,H4
2019-08-12 08:00:00,1.12091,1.12113,1.1162,1.11758,30193,0,0,EURUSD,H4
2019-08-12 12:00:00,1.11759,1.12142,1.11728,1.12093,28237,0,0,EURUSD,H4
2019-08-12 16:00:00,1.12093,1.12308,1.1208,1.12122,30809,0,0,EURUSD,H4
2019-08-12 20:00:00,1.12122,1.12234,1.121,1.12135,14826,0,0,EURUSD,H4
2019-08-13 00:00:00,1.1213,1.12202,1.12059,1.12061,15881,0,0,EURUSD,H4
2019-08-13 04:00:00,1.12062,1.12098,1.11819,1.11898,17894,0,0,EURUSD,H4
2019-08-13 08:00:00,1.11897,1.11986,1.11859,1.11916,25527,0,0,EURUSD,H4
2019-08-13 12:00:00,1.11915,1.12286,1.11842,1.12168,34241,0,0,EURUSD,H4
2019-08-13 16:00:00,1.12167,1.12193,1.11701,1.11796,107594,0,0,EURUSD,H4
2019-08-13 20:00:00,1.11796,1.1186099999999999,1.1171,1.1171,20541,0,0,EURUSD,H4
2019-08-14 00:00:00,1.11705,1.11783,1.11701,1.11781,11958,0,0,EURUSD,H4
2019-08-14 04:00:00,1.11781,1.11798,1.1169,1.11719,17073,0,0,EURUSD,H4
2019-08-14 08:00:00,1.1172,1.11854,1.11649,1.11763,24640,0,0,EURUSD,H4
2019-08-14 12:00:00,1.11763,1.11908,1.1166,1.11773,46557,0,0,EURUSD,H4
2019-08-14 16:00:00,1.11773,1.11804,1.11357,1.11445,56519,0,0,EURUSD,H4
2019-08-14 20:00:00,1.11444,1.11464,1.11308,1.11384,21140,0,0,EURUSD,H4
2019-08-15 00:00:00,1.11376,1.11455,1.11355,1.1142,14678,0,0,EURUSD,H4
2019-08-15 04:00:00,1.1142,1.1152,1.11392,1.11511,16983,0,0,EURUSD,H4
2019-08-15 08:00:00,1.11511,1.11538,1.11404,1.11484,43676,0,0,EURUSD,H4
2019-08-15 12:00:00,1.11485,1.11586,1.11352,1.11421,83634,0,0,EURUSD,H4
2019-08-15 16:00:00,1.11423,1.11448,1.10915,1.10995,86905,0,0,EURUSD,H4
2019-08-15 20:00:00,1.10995,1.11189,1.1096300000000001,1.11092,24946,0,0,EURUSD,H4
2019-08-16 00:00:00,1.11065,1.11122,1.10997,1.11037,30823,0,0,EURUSD,H4
2019-08-16 04:00:00,1.11037,1.11044,1.10957,1.1103399999999999,10448,0,0,EURUSD,H4
2019-08-16 08:00:00,1.11033,1.11063,1.10816,1.1084100000000001,37621,0,0,EURUSD,H4
2019-08-16 12:00:00,1.1084100000000001,1.10867,1.10665,1.10738,54257,0,0,EURUSD,H4
2019-08-16 16:00:00,1.10739,1.11069,1.10686,1.10934,62706,0,0,EURUSD,H4
2019-08-16 20:00:00,1.10933,1.11031,1.10891,1.10893,23221,0,0,EURUSD,H4
2019-08-19 00:00:00,1.10917,1.11013,1.10878,1.10909,11869,0,0,EURUSD,H4
2019-08-19 04:00:00,1.10909,1.10945,1.10877,1.10916,9758,0,0,EURUSD,H4
2019-08-19 08:00:00,1.10915,1.11103,1.10877,1.1102400000000001,35430,0,0,EURUSD,H4
2019-08-19 12:00:00,1.1102400000000001,1.11139,1.10957,1.10994,47162,0,0,EURUSD,H4
2019-08-19 16:00:00,1.10994,1.11037,1.10927,1.10935,26100,0,0,EURUSD,H4
2019-08-19 20:00:00,1.10934,1.10968,1.1076,1.10779,17188,0,0,EURUSD,H4
