time,open,high,low,close,tick_volume,spread,real_volume,symbol,timeframe,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,sma_200,ema_200,rsi_7,rsi_14,rsi_21,macd,macd_signal,macd_hist,bb_upper_20,bb_lower_20,bb_width_20,bb_pct_20,atr_14,stoch_k_14,stoch_d_14,momentum_10,roc_10,momentum_20,roc_20,body_size,upper_shadow,lower_shadow,body_ratio,is_bullish,volume_sma_20,volume_ratio,price_change,price_change_5,price_change_10,volatility_10,volatility_20,dist_sma_20,dist_sma_50,dist_ema_20,future_return,label_direction,label_return,label_volatility
2015-07-22,1.09347,1.09662,1.08691,1.0916,202191,4,0,EURUSD,D1,1.0871600000000001,1.090179066149654,1.093422,1.0932117922598137,1.1007225,1.099663155946918,1.1114524000000001,1.1071406233882721,1.1048860999999999,1.1131589531477242,1.13263005,1.1352347718615152,35.19327648284724,40.59106451096229,38.36053541937522,-0.00769483519982983,-0.006571152331968727,-0.0011236828678611033,1.122038654363353,1.0794063456366472,0.03873120493739862,0.28601909441307055,0.01089999999999999,26.552147174104846,20.4197011382737,-0.022840000000000193,-2.049459818200238,-0.03276000000000012,-2.9136575471456174,0.0018700000000000383,0.003149999999999986,0.004689999999999861,0.19258496197132485,0,123288.35,1.6399846376401324,-0.0017010224425221265,0.003631682986254603,-0.02049459818384136,0.010017627574535637,0.01065807718167641,-0.008287738280239905,-0.017861673606727597,-0.007332387106524261,0.013182484426530028,2,0.013182484426530028,0.006003384800018783
2015-07-23,1.09161,1.1018,1.09147,1.09943,170597,5,182626626000,EURUSD,D1,1.090176,1.093262710766436,1.0918240000000001,1.0943423754853019,1.099949,1.0996409506186402,1.111695,1.1068382460004969,1.1049963,1.1128870926893535,1.13187265,1.1348785054748336,56.429230974392105,48.5383906982753,38.695927439362954,-0.006743848604892966,-0.006605691586553575,-0.00013815701833939063,1.1201948602916139,1.0797031397083863,0.03681236183061904,0.4871825637132003,0.010604285714285702,45.7668710533326,34.47852752275196,-0.015980000000000105,-1.4326570497456046,-0.015470000000000095,-1.3875683916595682,0.007819999999999938,0.0023699999999999832,0.000140000000000029,0.757018385701659,1,123966.25,1.3761568168755598,0.007172957127152824,0.013906948863374291,-0.01432657049874042,0.0069142657680323115,0.010122930145806886,-0.00047184005799630183,-0.011032702313941253,-0.0001918359065315203,-0.001118761540070623,1,-0.001118761540070623,0.006649799622121962
2015-07-24,1.09943,1.09969,1.09251,1.09775,125143,7,178044385000,EURUSD,D1,1.0931279999999999,1.0947584738442908,1.0916299999999999,1.0949619435788833,1.099574,1.0994608600835316,1.1118496,1.106481844196556,1.1051611,1.1125873482796633,1.1311281,1.1345090676094123,69.05660194944795,43.7159206488238,41.6333292279248,-0.0060559377558127014,-0.0064957408204054014,0.0004398030645927,1.1196838199630812,1.079464180036919,0.03657747448208332,0.45464902100532073,0.01026642857142855,41.644171676946804,37.987729968128086,-0.0019400000000000528,-0.17641335283794882,-0.007500000000000062,-0.6785795068375012,0.0016799999999999038,0.000260000000000149,0.005239999999999911,0.23398328364924567,0,123421.0,1.0139522447557539,-0.0015280645425356232,0.013628934708538543,-0.0017641335285398796,0.006692705813868046,0.010054909981540617,-0.0016588242354167752,-0.012681211558408501,-0.0015560900305682688,-0.004053746299248484,0,-0.004053746299248484,0.006919555279118897
2015-07-25,1.0977,1.09807,1.09745,1.09762,1840,7,1569350000,EURUSD,D1,1.095972,1.095712315896194,1.091351,1.095445226564541,1.099035,1.099285540075576,1.1119194000000001,1.1061343208947303,1.105389,1.1122909651454125,1.1303966,1.1341420122103136,78.43977475748628,46.55923250315154,45.896524724290614,-0.005458333099059631,-0.006288259276136248,0.0008299261770766163,1.1187221986192513,1.0793478013807487,0.035826336047989876,0.4640629407522061,0.009357142857142842,41.32515327282179,42.91206533436707,-0.00279000000000007,-0.25354186164670695,-0.010780000000000012,-0.9725730782233344,7.999999999985796e-05,0.0003700000000002035,0.00017000000000000348,0.12903223725262233,0,117095.05,0.015713729999688272,-0.00011842404919149008,0.01312534613254579,-0.0025354186166974824,0.006334597154593393,0.009843599309625679,-0.0012874931188462558,-0.012860104787014293,-0.0015151114198318745,0.0005466372697289223,1,0.0005466372697289223,0.007328315557704833
2015-07-27,1.09759,1.11292,1.09687,1.10942,142780,7,201093766000,EURUSD,D1,1.099164,1.100281543930796,1.0927669999999998,1.097986094461897,1.098978,1.100250726735045,1.1121436,1.1062631710557211,1.1057245,1.1122341143504537,1.1297188,1.1338960220390668,89.1323641577537,46.34110692598325,50.50186866705448,-0.0039866105548904684,-0.005827929531887092,0.0018413189769966231,1.1185308440252013,1.0794251559747987,0.035583685979521516,0.7670199769874797,0.009119999999999986,73.71943352968003,52.229586159816215,0.014160000000000172,1.2928437082252004,-0.0011399999999999189,-0.102650914844517,0.011830000000000007,0.0034999999999998366,0.0007200000000000539,0.737071646498001,1,119207.0,1.1977484543692893,0.01075053297133799,0.014595869990671861,0.012928437083432387,0.00851340126570956,0.00977642201260068,0.009501555080310895,-0.002448964324170944,0.008333803415273539,-0.01001424167583076,0,-0.01001424167583076,0.004451833624079423
2015-07-28,1.10942,1.10995,1.10219,1.10599,130478,5,189430504000,EURUSD,D1,1.1020420000000002,1.1021843626205308,1.094601,1.0994413500142795,1.0987585000000002,1.1007973241888502,1.1122844,1.1062524584653008,1.1059056,1.112110468521732,1.1290132999999998,1.1336183501779817,80.70127598556951,43.37179762566124,47.7791806751261,-0.003061738355841781,-0.00527469129667803,0.002212952940836249,1.117865892093945,1.0796511079060553,0.03477996683337576,0.6892330438272682,0.009566428571428563,64.89060472357647,59.97839717535944,0.018340000000000023,1.6862042015642735,-0.004389999999999894,-0.3953601469410953,0.003430000000000044,0.0005299999999999194,0.0038000000000000256,0.4420103035823478,0,125636.1,1.0385390823178997,-0.003091705575886561,0.013182484426530028,0.01686204201719299,0.009233576952254754,0.009553696046972432,0.006581519050220482,-0.005658984338388756,0.004717195160793497,-0.009466631705530748,0,-0.009466631705530748,0.004424868156822533
2015-07-29,1.106,1.10837,1.09667,1.0982,136540,7,189756878000,EURUSD,D1,1.1017960000000002,1.1008562417470205,1.095986,1.0992156500116832,1.098404,1.1005499599803883,1.1124074,1.105936675780387,1.1059194,1.1118350136995194,1.128314,1.1332659287831761,56.86558401489249,48.81989437117296,44.48868693731916,-0.0029236562813068634,-0.004804484293603797,0.0018808280122969336,1.1172626268406782,1.0795453731593216,0.03433823409360908,0.4945913334204436,0.008962857142857146,54.200373197883344,64.27013715037997,0.01385000000000014,1.2772628762597757,-0.007090000000000041,-0.6414606120890064,0.007800000000000029,0.0023699999999999832,0.0015300000000000313,0.666666660968661,0,124903.6,1.0931630473421092,-0.007043463322453203,-0.001118761540070623,0.012772628763775717,0.008537616373040671,0.009429313420339185,-0.00018572401409799907,-0.012771759697681528,-0.0021352597025368824,-0.00846840284101269,0,-0.00846840284101269,0.004147603657477711
2015-07-30,1.09819,1.09912,1.08931,1.0933,142540,5,197801723000,EURUSD,D1,1.100906,1.0983374944980135,1.0970170000000001,1.0981400772822862,1.097985,1.0998594876013037,1.1119856,1.1054411198674308,1.1058845000000002,1.1114679837252714,1.12762545,1.1328682578500102,52.26304481937886,44.71846586531187,44.56531507943826,-0.00317303749036002,-0.004478194932955042,0.0013051574425950218,1.1169094175325829,1.079060582467417,0.03447117680584506,0.376218117953815,0.008835714285714296,38.95457361868499,52.68185051338161,0.010310000000000041,0.9519940164773496,-0.008380000000000054,-0.7606564518952326,0.004890000000000061,0.0009300000000000974,0.003989999999999938,0.4984709429309805,0,123496.6,1.154201816082385,-0.004461846658168067,-0.004053746299248484,0.009519940165652496,0.0073311133760986845,0.009462208766291448,-0.004266907106721275,-0.01680381472414714,-0.005963932370136688,-0.0026525198938991412,0,-0.0026525198938991412,0.0039920975664495826
2015-07-31,1.0933,1.11139,1.09208,1.09822,153131,7,193813907000,EURUSD,D1,1.101026,1.0982983296653424,1.098499,1.0981546086855067,1.0975475,1.099703345924989,1.1114022,1.105157938696159,1.1059252000000002,1.1112056474138798,1.1269254499999999,1.1325234990654331,48.253967279140724,52.206319721394685,48.45009763711517,-0.002939783024628495,-0.004170512551289732,0.001230729526661237,1.1159958995882726,1.0790991004117272,0.0336174964423366,0.5182265118705722,0.009460714285714298,54.262600951267544,49.13918258927864,0.014820000000000055,1.3679158204386321,-0.008750000000000036,-0.7904459921415746,0.0049200000000000355,0.013170000000000126,0.0012199999999999989,0.2547902627923857,1,123029.85,1.2446654206275947,0.004500137199304977,0.0005466372697289223,0.013679158205649022,0.005555460676956921,0.009224199794136346,0.0006127297451261134,-0.01186087268750578,-0.0013488600633532058,-0.0047804629309246005,0,-0.0047804629309246005,0.0033868711648982796
2015-08-01,1.09822,1.09899,1.0977,1.09831,2904,7,2577918000,EURUSD,D1,1.098804,1.098302219776895,1.098984,1.0981828616517781,1.097345,1.0995706463130852,1.1108930000000001,1.1048893920806235,1.106092,1.1109502880591495,1.12627245,1.1321830662389114,50.84694387196412,58.9489576472708,45.931215030487174,-0.002716352511310305,-0.003879680543293847,0.001163328031983542,1.1156594033050824,1.0790305966949176,0.033379481029361564,0.5263453832289897,0.008787857142857156,54.54262584149747,49.25326680381667,0.004849999999999799,0.44354617448797873,-0.004050000000000109,-0.367393591896723,8.999999999992347e-05,0.0006800000000000139,0.000520000000000076,0.06976743645207666,1,116074.75,0.025018361013054068,8.195079310158171e-05,-0.01001424167583076,0.004435461745285529,0.005271097714043358,0.009157201652541157,0.000879395267588537,-0.011326923474058743,-0.0011464896022803741,-0.0022398047909969465,1,-0.0022398047909969465,0.0037544773949885965
