time,open,high,low,close,tick_volume,spread,real_volume,symbol,timeframe
2017-11-29 01:00:00,1.33384,1.33625,1.333,1.3360400000000001,2813,0,0,GBPUSD,H1
2017-11-29 02:00:00,1.33605,1.33678,1.33487,1.3364099999999999,2555,0,0,GBPUSD,H1
2017-11-29 03:00:00,1.3364099999999999,1.33817,1.3357999999999999,1.3360699999999999,5185,0,0,GBPUSD,H1
2017-11-29 04:00:00,1.33608,1.3362,1.33522,1.33603,3578,0,0,GBPUSD,H1
2017-11-29 05:00:00,1.33602,1.3369,1.33595,1.33647,3607,0,0,GBPUSD,H1
2017-11-29 06:00:00,1.33648,1.33689,1.33556,1.33613,3080,0,0,GBPUSD,H1
2017-11-29 07:00:00,1.33613,1.3366,1.33563,1.33627,2851,0,0,GBPUSD,H1
2017-11-29 08:00:00,1.33626,1.33692,1.33615,1.33648,3034,0,0,GBPUSD,H1
2017-11-29 09:00:00,1.33649,1.33923,1.33648,1.33841,6664,0,0,GBPUSD,H1
2017-11-29 10:00:00,1.33841,1.34175,1.33802,1.34148,12902,0,0,GBPUSD,H1
2017-11-29 11:00:00,1.34154,1.34308,1.34106,1.34175,13190,0,0,GBPUSD,H1
2017-11-29 12:00:00,1.34175,1.34238,1.33925,1.33968,11553,0,0,GBPUSD,H1
2017-11-29 13:00:00,1.33972,1.3415599999999999,1.33903,1.3406799999999999,9091,0,0,GBPUSD,H1
2017-11-29 14:00:00,1.34066,1.341,1.33938,1.3403100000000001,7565,0,0,GBPUSD,H1
2017-11-29 15:00:00,1.3403,1.34059,1.33811,1.33833,8174,0,0,GBPUSD,H1
2017-11-29 16:00:00,1.33826,1.3401100000000001,1.33805,1.3391600000000001,12685,0,0,GBPUSD,H1
2017-11-29 17:00:00,1.3391600000000001,1.34144,1.33905,1.34087,9396,0,0,GBPUSD,H1
2017-11-29 18:00:00,1.34087,1.3425799999999999,1.33728,1.3412,21017,0,0,GBPUSD,H1
2017-11-29 19:00:00,1.34119,1.3448,1.3407499999999999,1.3434599999999999,13868,0,0,GBPUSD,H1
2017-11-29 20:00:00,1.34347,1.34461,1.34188,1.34284,8439,0,0,GBPUSD,H1
2017-11-29 21:00:00,1.3428499999999999,1.34333,1.34061,1.3421,7682,0,0,GBPUSD,H1
2017-11-29 22:00:00,1.34209,1.34324,1.34208,1.34238,5993,0,0,GBPUSD,H1
2017-11-29 23:00:00,1.34238,1.34252,1.3409200000000001,1.341,4943,0,0,GBPUSD,H1
2017-11-30 00:00:00,1.34104,1.34152,1.34054,1.34088,3747,0,0,GBPUSD,H1
2017-11-30 01:00:00,1.3407,1.34142,1.34054,1.34122,1247,0,0,GBPUSD,H1
2017-11-30 02:00:00,1.34118,1.34173,1.34116,1.34167,2125,1,0,GBPUSD,H1
2017-11-30 03:00:00,1.34167,1.34169,1.34093,1.34139,4709,0,0,GBPUSD,H1
2017-11-30 04:00:00,1.34138,1.34674,1.34138,1.34612,9246,0,0,GBPUSD,H1
2017-11-30 05:00:00,1.34613,1.3479700000000001,1.34548,1.34725,4961,0,0,GBPUSD,H1
2017-11-30 06:00:00,1.34726,1.34738,1.34699,1.3471899999999999,2325,0,0,GBPUSD,H1
2017-11-30 07:00:00,1.3471899999999999,1.34724,1.3466,1.34668,2593,0,0,GBPUSD,H1
2017-11-30 08:00:00,1.34668,1.34796,1.34649,1.3468499999999999,4552,0,0,GBPUSD,H1
2017-11-30 09:00:00,1.34684,1.34735,1.34577,1.34588,5195,0,0,GBPUSD,H1
2017-11-30 10:00:00,1.34588,1.34673,1.34471,1.34562,9925,0,0,GBPUSD,H1
2017-11-30 11:00:00,1.34562,1.34759,1.34512,1.34561,12773,0,0,GBPUSD,H1
2017-11-30 12:00:00,1.34562,1.3477299999999999,1.34497,1.34581,12543,0,0,GBPUSD,H1
2017-11-30 13:00:00,1.34585,1.34637,1.3449900000000001,1.34528,10997,0,0,GBPUSD,H1
2017-11-30 14:00:00,1.34528,1.34641,1.34323,1.34398,10890,0,0,GBPUSD,H1
2017-11-30 15:00:00,1.34399,1.3471899999999999,1.34391,1.34641,11152,0,0,GBPUSD,H1
2017-11-30 16:00:00,1.34642,1.3473,1.34539,1.34632,8461,0,0,GBPUSD,H1
2017-11-30 17:00:00,1.34634,1.35018,1.34538,1.34911,11734,0,0,GBPUSD,H1
2017-11-30 18:00:00,1.34909,1.35488,1.34908,1.35288,22638,0,0,GBPUSD,H1
2017-11-30 19:00:00,1.35288,1.35386,1.34969,1.3504800000000001,15254,0,0,GBPUSD,H1
2017-11-30 20:00:00,1.35047,1.35208,1.34839,1.35091,10425,0,0,GBPUSD,H1
2017-11-30 21:00:00,1.35089,1.35281,1.3501400000000001,1.35274,7462,0,0,GBPUSD,H1
2017-11-30 22:00:00,1.35274,1.35286,1.35167,1.35247,5741,0,0,GBPUSD,H1
2017-11-30 23:00:00,1.35251,1.35284,1.35176,1.35218,4874,0,0,GBPUSD,H1
2017-12-01 00:00:00,1.35252,1.35401,1.35212,1.35251,3832,0,0,GBPUSD,H1
2017-12-01 01:00:00,1.35249,1.35324,1.3511,1.35128,2267,0,0,GBPUSD,H1
2017-12-01 02:00:00,1.35129,1.35351,1.35129,1.35293,2346,0,0,GBPUSD,H1
2017-12-01 03:00:00,1.35293,1.35495,1.35271,1.35436,5147,0,0,GBPUSD,H1
2017-12-01 04:00:00,1.35437,1.35446,1.35278,1.35327,4994,0,0,GBPUSD,H1
2017-12-01 05:00:00,1.35327,1.35382,1.35277,1.35291,6859,0,0,GBPUSD,H1
2017-12-01 06:00:00,1.35289,1.35334,1.3526099999999999,1.3532199999999999,4376,0,0,GBPUSD,H1
2017-12-01 07:00:00,1.35321,1.35334,1.35233,1.35267,2949,0,0,GBPUSD,H1
