time,open,high,low,close,volume,spread,real_volume,symbol,timeframe
2024-12-16 00:00:00,1.2610999999999999,1.26181,1.26081,1.26093,1130,57,0,GBPUSD,H1
2024-12-16 01:00:00,1.26109,1.26274,1.26109,1.26265,1489,0,0,GBPUSD,H1
2024-12-16 02:00:00,1.26263,1.26325,1.26261,1.26277,1999,0,0,GBPUSD,H1
2024-12-16 03:00:00,1.26277,1.26361,1.26267,1.26356,2360,0,0,GBPUSD,H1
2024-12-16 04:00:00,1.26353,1.26394,1.2628599999999999,1.26308,1972,0,0,GBPUSD,H1
2024-12-16 05:00:00,1.26311,1.26335,1.26288,1.26324,1793,0,0,GBPUSD,H1
2024-12-16 06:00:00,1.26324,1.26371,1.26321,1.26357,1509,0,0,GBPUSD,H1
2024-12-16 07:00:00,1.26357,1.26389,1.26334,1.26363,1547,0,0,GBPUSD,H1
2024-12-16 08:00:00,1.26364,1.2638,1.26309,1.26342,1636,0,0,GBPUSD,H1
2024-12-16 09:00:00,1.26342,1.26416,1.2631999999999999,1.26326,2769,0,0,GBPUSD,H1
2024-12-16 10:00:00,1.26326,1.26502,1.2629299999999999,1.26388,4383,0,0,GBPUSD,H1
2024-12-16 11:00:00,1.26396,1.26716,1.26391,1.2653699999999999,3817,0,0,GBPUSD,H1
2024-12-16 12:00:00,1.2653699999999999,1.26575,1.2644199999999999,1.26449,3117,0,0,GBPUSD,H1
2024-12-16 13:00:00,1.2645,1.26514,1.26417,1.2648,2648,0,0,GBPUSD,H1
2024-12-16 14:00:00,1.2648,1.26583,1.26464,1.26516,3049,0,0,GBPUSD,H1
2024-12-16 15:00:00,1.26515,1.26648,1.2651,1.26639,4084,0,0,GBPUSD,H1
2024-12-16 16:00:00,1.26642,1.2667,1.26346,1.26489,5253,0,0,GBPUSD,H1
2024-12-16 17:00:00,1.26491,1.26925,1.26489,1.26905,6505,0,0,GBPUSD,H1
2024-12-16 18:00:00,1.26905,1.26985,1.26827,1.26877,5339,0,0,GBPUSD,H1
2024-12-16 19:00:00,1.26878,1.26946,1.26786,1.26824,3726,0,0,GBPUSD,H1
2024-12-16 20:00:00,1.26824,1.26986,1.2681200000000001,1.26966,2507,0,0,GBPUSD,H1
2024-12-16 21:00:00,1.26967,1.26987,1.26776,1.2683900000000001,2514,0,0,GBPUSD,H1
2024-12-16 22:00:00,1.26841,1.26865,1.26795,1.26829,1916,0,0,GBPUSD,H1
2024-12-16 23:00:00,1.26826,1.26867,1.26788,1.2683200000000001,1627,2,0,GBPUSD,H1
2024-12-17 00:00:00,1.26743,1.26819,1.26743,1.26816,656,25,0,GBPUSD,H1
2024-12-17 01:00:00,1.26817,1.2692,1.26804,1.26901,1234,0,0,GBPUSD,H1
2024-12-17 02:00:00,1.2690000000000001,1.26985,1.2690000000000001,1.26944,2015,0,0,GBPUSD,H1
2024-12-17 03:00:00,1.26944,1.2696,1.26872,1.26894,2470,0,0,GBPUSD,H1
2024-12-17 04:00:00,1.26894,1.26978,1.26877,1.26887,2367,0,0,GBPUSD,H1
2024-12-17 05:00:00,1.26888,1.26912,1.2682,1.26831,1767,0,0,GBPUSD,H1
2024-12-17 06:00:00,1.26831,1.26843,1.26784,1.26789,1329,0,0,GBPUSD,H1
2024-12-17 07:00:00,1.26789,1.2680799999999999,1.26724,1.2674400000000001,1815,0,0,GBPUSD,H1
2024-12-17 08:00:00,1.2674400000000001,1.2678,1.26662,1.26719,2491,0,0,GBPUSD,H1
2024-12-17 09:00:00,1.26719,1.27069,1.26719,1.26987,4161,0,0,GBPUSD,H1
2024-12-17 10:00:00,1.26987,1.27062,1.26828,1.26923,4327,0,0,GBPUSD,H1
2024-12-17 11:00:00,1.26924,1.26955,1.26848,1.2686600000000001,3507,0,0,GBPUSD,H1
2024-12-17 12:00:00,1.2686899999999999,1.26959,1.26708,1.26941,3822,0,0,GBPUSD,H1
