time,open,high,low,close,volume,spread,real_volume,symbol,timeframe
2024-12-16 00:00:00,1.2610999999999999,1.26133,1.26082,1.26128,167,81,0,GBPUSD,M15
2024-12-16 00:15:00,1.26115,1.2613699999999999,1.26081,1.26124,238,57,0,GBPUSD,M15
2024-12-16 00:30:00,1.26131,1.26181,1.2612700000000001,1.26149,344,57,0,GBPUSD,M15
2024-12-16 00:45:00,1.26149,1.26153,1.26089,1.26093,381,57,0,GBPUSD,M15
2024-12-16 01:00:00,1.26109,1.26244,1.26109,1.2624,685,0,0,GBPUSD,M15
2024-12-16 01:15:00,1.26241,1.26253,1.26234,1.26238,335,0,0,GBPUSD,M15
2024-12-16 01:30:00,1.26237,1.26274,1.26228,1.26267,250,2,0,GBPUSD,M15
2024-12-16 01:45:00,1.26267,1.26272,1.26246,1.26265,219,1,0,GBPUSD,M15
2024-12-16 02:00:00,1.26263,1.2631000000000001,1.26261,1.26292,502,0,0,GBPUSD,M15
2024-12-16 02:15:00,1.26292,1.26297,1.26271,1.26289,474,0,0,GBPUSD,M15
2024-12-16 02:30:00,1.26289,1.26325,1.26287,1.2631700000000001,366,0,0,GBPUSD,M15
2024-12-16 02:45:00,1.2631700000000001,1.26322,1.26276,1.26277,657,0,0,GBPUSD,M15
2024-12-16 03:00:00,1.26277,1.2634,1.26267,1.26332,638,0,0,GBPUSD,M15
2024-12-16 03:15:00,1.26332,1.26343,1.2631999999999999,1.26331,544,0,0,GBPUSD,M15
2024-12-16 03:30:00,1.26331,1.26348,1.2631000000000001,1.26327,644,0,0,GBPUSD,M15
2024-12-16 03:45:00,1.26327,1.26361,1.26319,1.26356,534,1,0,GBPUSD,M15
2024-12-16 04:00:00,1.26353,1.26394,1.26336,1.26382,602,0,0,GBPUSD,M15
2024-12-16 04:15:00,1.26382,1.26382,1.26329,1.26337,437,0,0,GBPUSD,M15
2024-12-16 04:30:00,1.26337,1.26342,1.26311,1.26327,466,0,0,GBPUSD,M15
2024-12-16 04:45:00,1.26327,1.26327,1.2628599999999999,1.26308,467,0,0,GBPUSD,M15
2024-12-16 05:00:00,1.26311,1.2633,1.26308,1.26321,470,0,0,GBPUSD,M15
2024-12-16 05:15:00,1.2631999999999999,1.26335,1.26294,1.2631000000000001,416,1,0,GBPUSD,M15
2024-12-16 05:30:00,1.2631000000000001,1.26322,1.26288,1.26316,387,0,0,GBPUSD,M15
2024-12-16 05:45:00,1.26319,1.26331,1.26305,1.26324,520,0,0,GBPUSD,M15
2024-12-16 06:00:00,1.26324,1.2634400000000001,1.26321,1.26337,427,0,0,GBPUSD,M15
2024-12-16 06:15:00,1.26338,1.26361,1.26335,1.2634699999999999,367,0,0,GBPUSD,M15
2024-12-16 06:30:00,1.2634699999999999,1.26371,1.26343,1.26356,333,0,0,GBPUSD,M15
2024-12-16 06:45:00,1.26356,1.26362,1.26326,1.26357,382,1,0,GBPUSD,M15
2024-12-16 07:00:00,1.26357,1.26388,1.26356,1.26372,385,0,0,GBPUSD,M15
2024-12-16 07:15:00,1.26372,1.2638,1.26358,1.26367,401,0,0,GBPUSD,M15
2024-12-16 07:30:00,1.26367,1.26389,1.26359,1.2637,361,0,0,GBPUSD,M15
2024-12-16 07:45:00,1.2637,1.26383,1.26334,1.26363,400,0,0,GBPUSD,M15
2024-12-16 08:00:00,1.26364,1.2638,1.26328,1.26337,556,0,0,GBPUSD,M15
2024-12-16 08:15:00,1.26337,1.26362,1.26319,1.26359,429,0,0,GBPUSD,M15
2024-12-16 08:30:00,1.26359,1.26362,1.26309,1.26331,362,0,0,GBPUSD,M15
2024-12-16 08:45:00,1.2633,1.26352,1.2631700000000001,1.26342,289,1,0,GBPUSD,M15
2024-12-16 09:00:00,1.26342,1.26361,1.2631999999999999,1.26333,632,0,0,GBPUSD,M15
2024-12-16 09:15:00,1.26334,1.2641499999999999,1.26331,1.26403,569,0,0,GBPUSD,M15
2024-12-16 09:30:00,1.26407,1.26416,1.26341,1.26372,726,0,0,GBPUSD,M15
2024-12-16 09:45:00,1.26366,1.26392,1.26321,1.26326,842,0,0,GBPUSD,M15
2024-12-16 10:00:00,1.26326,1.2635399999999999,1.26295,1.26314,1031,0,0,GBPUSD,M15
