time,open,high,low,close,tick_volume,spread,real_volume,symbol,timeframe
2014-11-26,1.57089,1.58052,1.56787,1.57962,76737,1,148000000,GBPUSD,D1
2014-11-27,1.57962,1.58255,1.57162,1.57409,52192,1,0,GBPUSD,D1
2014-11-28,1.57405,1.57405,1.5613700000000001,1.56376,82133,10,0,GBPUSD,D1
2014-11-29,1.56368,1.56524,1.56359,1.56389,547,10,0,GBPUSD,D1
2014-12-01,1.56405,1.57634,1.55846,1.57383,83376,10,0,GBPUSD,D1
2014-12-02,1.5737999999999999,1.57422,1.56314,1.56403,68587,1,0,GBPUSD,D1
2014-12-03,1.56387,1.57192,1.5619,1.56848,55605,1,0,GBPUSD,D1
2014-12-04,1.56848,1.57254,1.5642800000000001,1.56752,64342,1,0,GBPUSD,D1
2014-12-05,1.56755,1.56949,1.5568499999999998,1.55711,69149,1,0,GBPUSD,D1
2014-12-06,1.5571000000000002,1.5588199999999999,1.5571000000000002,1.55763,1557,4,0,GBPUSD,D1
2014-12-08,1.55576,1.56787,1.55411,1.56446,63417,1,67843646000,GBPUSD,D1
2014-12-09,1.56447,1.5716700000000001,1.5625499999999999,1.56669,69180,1,71210112000,GBPUSD,D1
2014-12-10,1.5666600000000002,1.57189,1.5647,1.5711300000000001,66573,1,71662926000,GBPUSD,D1
2014-12-11,1.57112,1.57566,1.5652,1.57184,67619,1,74632290000,GBPUSD,D1
2014-12-12,1.57184,1.57463,1.56942,1.5718299999999998,60296,1,56837372000,GBPUSD,D1
2014-12-13,1.57184,1.57233,1.5704099999999999,1.57159,2654,14,0,GBPUSD,D1
2014-12-15,1.57144,1.57464,1.5601099999999999,1.56312,64430,1,68525015000,GBPUSD,D1
2014-12-16,1.56317,1.5785200000000001,1.56079,1.5737,71510,1,75421863000,GBPUSD,D1
2014-12-17,1.5737,1.57526,1.55408,1.5571000000000002,70869,1,77624249000,GBPUSD,D1
2014-12-18,1.55714,1.56772,1.55488,1.56726,65589,1,73718960000,GBPUSD,D1
2014-12-19,1.56724,1.5682,1.5605,1.56311,61734,1,68475316000,GBPUSD,D1
2014-12-20,1.56311,1.56318,1.56108,1.56167,887,4,763000000,GBPUSD,D1
2014-12-22,1.56251,1.56651,1.5572599999999999,1.55797,185872,1,225418714000,GBPUSD,D1
2014-12-23,1.55797,1.5607799999999998,1.54854,1.5505900000000001,184829,1,227324306000,GBPUSD,D1
2014-12-24,1.5505900000000001,1.55569,1.54996,1.5550000000000002,158766,1,192378496000,GBPUSD,D1
2014-12-26,1.55576,1.55664,1.55365,1.55523,100174,1,104738898000,GBPUSD,D1
2014-12-27,1.55524,1.55594,1.5548600000000001,1.55499,5062,10,4438700000,GBPUSD,D1
2014-12-29,1.5558800000000002,1.55853,1.5506799999999998,1.5512899999999998,73960,1,76467733000,GBPUSD,D1
2014-12-30,1.55132,1.5573299999999999,1.55004,1.55559,48141,1,55498638000,GBPUSD,D1
2014-12-31,1.55559,1.56202,1.5549,1.55801,40530,1,44891497000,GBPUSD,D1
2015-01-02,1.5544,1.55467,1.53268,1.5333,68609,12,0,GBPUSD,D1
2015-01-03,1.53328,1.53338,1.5324200000000001,1.53244,2171,14,0,GBPUSD,D1
2015-01-05,1.52995,1.5318399999999999,1.51718,1.5252,106618,12,0,GBPUSD,D1
2015-01-06,1.52523,1.52729,1.51483,1.51517,106319,12,0,GBPUSD,D1
2015-01-07,1.5151599999999998,1.5156800000000001,1.50543,1.5107300000000001,111669,12,0,GBPUSD,D1
2015-01-08,1.51074,1.51166,1.50336,1.50827,94143,11,0,GBPUSD,D1
2015-01-09,1.50828,1.51738,1.5076399999999999,1.51644,103768,10,0,GBPUSD,D1
2015-01-10,1.51642,1.51684,1.51532,1.51571,2940,14,0,GBPUSD,D1
2015-01-12,1.51768,1.51929,1.50982,1.51772,91561,12,0,GBPUSD,D1
2015-01-13,1.51772,1.51908,1.50769,1.51614,110340,12,0,GBPUSD,D1
2015-01-14,1.51613,1.52678,1.51443,1.52348,114127,12,0,GBPUSD,D1
2015-01-15,1.5234999999999999,1.52665,1.51494,1.51721,125486,11,0,GBPUSD,D1
2015-01-16,1.51722,1.52336,1.50745,1.51571,125171,9,0,GBPUSD,D1
2015-01-17,1.51572,1.51582,1.51356,1.5145,4309,14,0,GBPUSD,D1
2015-01-19,1.51274,1.5178,1.51079,1.51135,50599,8,0,GBPUSD,D1
2015-01-20,1.51131,1.51985,1.50577,1.51533,41088,12,0,GBPUSD,D1
2015-01-21,1.5152999999999999,1.51779,1.50751,1.51314,50502,14,0,GBPUSD,D1
2015-01-22,1.51315,1.52114,1.50015,1.50054,56234,14,0,GBPUSD,D1
2015-01-23,1.50053,1.50346,1.49503,1.49983,60098,11,0,GBPUSD,D1
2015-01-24,1.49981,1.49982,1.4984899999999999,1.4987599999999999,1717,17,0,GBPUSD,D1
2015-01-26,1.5007899999999998,1.50991,1.49858,1.50968,46132,15,0,GBPUSD,D1
2015-01-27,1.50971,1.52227,1.5059,1.52005,69503,1,16414778000,GBPUSD,D1
2015-01-28,1.5200200000000001,1.5218500000000001,1.51352,1.51556,82117,1,0,GBPUSD,D1
2015-01-29,1.5155699999999999,1.51616,1.50176,1.50643,49574,5,8000000,GBPUSD,D1
2015-01-30,1.50641,1.5095,1.49882,1.50604,45736,13,0,GBPUSD,D1
2015-01-31,1.50605,1.50808,1.50379,1.5061900000000001,2074,17,0,GBPUSD,D1
2015-02-02,1.5093299999999998,1.50982,1.50048,1.50213,74970,8,0,GBPUSD,D1
2015-02-03,1.5021200000000001,1.51969,1.4988299999999999,1.51669,85970,8,0,GBPUSD,D1
2015-02-04,1.51666,1.5249899999999998,1.51382,1.52055,71664,2,0,GBPUSD,D1
2015-02-05,1.52054,1.53427,1.51642,1.53355,83925,8,0,GBPUSD,D1
2015-02-06,1.53354,1.5351599999999999,1.52103,1.52352,70087,8,0,GBPUSD,D1
2015-02-07,1.5236,1.5251700000000001,1.5225,1.5225,2794,8,0,GBPUSD,D1
2015-02-09,1.52265,1.5266199999999999,1.52,1.52157,71638,6,0,GBPUSD,D1
2015-02-10,1.5215800000000002,1.52746,1.51959,1.5255999999999998,73737,8,0,GBPUSD,D1
2015-02-11,1.52559,1.52988,1.52184,1.52403,70977,6,0,GBPUSD,D1
2015-02-12,1.52403,1.54127,1.52088,1.54021,80795,6,0,GBPUSD,D1
