time,open,high,low,close,volume,spread,real_volume,symbol,timeframe
2024-12-16 00:00:00,1.04854,1.04875,1.04845,1.04867,110,61,0,EURUSD,M15
2024-12-16 00:15:00,1.04882,1.04891,1.04829,1.04842,265,38,0,EURUSD,M15
2024-12-16 00:30:00,1.04842,1.04998,1.0483,1.0496,535,38,0,EURUSD,M15
2024-12-16 00:45:00,1.04961,1.04997,1.04931,1.04933,485,38,0,EURUSD,M15
2024-12-16 01:00:00,1.0498,1.05065,1.04979,1.0506,399,0,0,EURUSD,M15
2024-12-16 01:15:00,1.05061,1.05075,1.05047,1.05052,261,0,0,EURUSD,M15
2024-12-16 01:30:00,1.05052,1.05108,1.05035,1.05106,328,0,0,EURUSD,M15
2024-12-16 01:45:00,1.05106,1.05111,1.05088,1.05097,424,0,0,EURUSD,M15
2024-12-16 02:00:00,1.05095,1.05126,1.05093,1.0511,482,0,0,EURUSD,M15
2024-12-16 02:15:00,1.0511,1.05127,1.05101,1.05118,417,0,0,EURUSD,M15
2024-12-16 02:30:00,1.05118,1.05186,1.05115,1.0516,471,0,0,EURUSD,M15
2024-12-16 02:45:00,1.0516,1.05191,1.05139,1.05144,667,0,0,EURUSD,M15
2024-12-16 03:00:00,1.05144,1.05206,1.05125,1.052,623,0,0,EURUSD,M15
2024-12-16 03:15:00,1.052,1.05209,1.0518,1.0520100000000001,575,0,0,EURUSD,M15
2024-12-16 03:30:00,1.0520100000000001,1.05212,1.05181,1.05187,569,0,0,EURUSD,M15
2024-12-16 03:45:00,1.05188,1.05206,1.05175,1.05189,378,0,0,EURUSD,M15
2024-12-16 04:00:00,1.05189,1.0523,1.05176,1.0522,469,0,0,EURUSD,M15
2024-12-16 04:15:00,1.0522,1.0522,1.05145,1.05152,379,0,0,EURUSD,M15
2024-12-16 04:30:00,1.05152,1.0516,1.05125,1.05131,367,0,0,EURUSD,M15
2024-12-16 04:45:00,1.05131,1.05137,1.05098,1.05126,540,0,0,EURUSD,M15
2024-12-16 05:00:00,1.05128,1.05143,1.05116,1.05135,490,0,0,EURUSD,M15
2024-12-16 05:15:00,1.05135,1.05152,1.05102,1.05114,460,0,0,EURUSD,M15
2024-12-16 05:30:00,1.05115,1.05131,1.05099,1.05117,311,0,0,EURUSD,M15
2024-12-16 05:45:00,1.05117,1.05133,1.05111,1.05119,251,0,0,EURUSD,M15
2024-12-16 06:00:00,1.05119,1.05152,1.05119,1.05146,286,0,0,EURUSD,M15
2024-12-16 06:15:00,1.05146,1.05162,1.05133,1.05137,308,0,0,EURUSD,M15
2024-12-16 06:30:00,1.05137,1.05165,1.0513,1.05137,288,0,0,EURUSD,M15
2024-12-16 06:45:00,1.05137,1.05165,1.05118,1.0516,355,0,0,EURUSD,M15
2024-12-16 07:00:00,1.05158,1.05189,1.05157,1.05174,390,0,0,EURUSD,M15
2024-12-16 07:15:00,1.05174,1.05188,1.05167,1.05187,317,0,0,EURUSD,M15
2024-12-16 07:30:00,1.05187,1.05213,1.0518399999999999,1.05203,310,0,0,EURUSD,M15
2024-12-16 07:45:00,1.05203,1.05215,1.05164,1.05195,332,0,0,EURUSD,M15
2024-12-16 08:00:00,1.05193,1.05208,1.05147,1.05169,436,0,0,EURUSD,M15
2024-12-16 08:15:00,1.05169,1.05188,1.05132,1.05178,537,0,0,EURUSD,M15
2024-12-16 08:30:00,1.05178,1.05182,1.0512,1.0513,439,0,0,EURUSD,M15
2024-12-16 08:45:00,1.0513,1.05146,1.05117,1.05136,348,0,0,EURUSD,M15
2024-12-16 09:00:00,1.05137,1.05169,1.05127,1.05128,639,0,0,EURUSD,M15
2024-12-16 09:15:00,1.05128,1.05209,1.05119,1.05178,649,0,0,EURUSD,M15
2024-12-16 09:30:00,1.05178,1.052,1.05103,1.05132,777,0,0,EURUSD,M15
2024-12-16 09:45:00,1.05131,1.05159,1.05044,1.0505,960,0,0,EURUSD,M15
2024-12-16 10:00:00,1.05047,1.05105,1.0500099999999999,1.0503,1146,0,0,EURUSD,M15
2024-12-16 10:15:00,1.05022,1.05121,1.05021,1.05082,1253,0,0,EURUSD,M15
2024-12-16 10:30:00,1.05115,1.05246,1.0511,1.05119,1430,0,0,EURUSD,M15
