time,open,high,low,close,volume,spread,real_volume,symbol,timeframe
2024-12-16 00:00:00,1.04854,1.05212,1.04829,1.05189,6989,0,0,EURUSD,H4
2024-12-16 04:00:00,1.05189,1.0523,1.05098,1.05195,5853,0,0,EURUSD,H4
2024-12-16 08:00:00,1.05193,1.05246,1.0500099999999999,1.05052,13471,0,0,EURUSD,H4
2024-12-16 12:00:00,1.05052,1.05082,1.04834,1.0507900000000001,11972,0,0,EURUSD,H4
2024-12-16 16:00:00,1.05077,1.05206,1.04743,1.05113,17049,0,0,EURUSD,H4
2024-12-16 20:00:00,1.05114,1.05227,1.05058,1.05115,7051,0,0,EURUSD,H4
2024-12-17 00:00:00,1.05101,1.05344,1.05072,1.05214,5646,0,0,EURUSD,H4
2024-12-17 04:00:00,1.05214,1.0527,1.05026,1.05048,6023,0,0,EURUSD,H4
2024-12-17 08:00:00,1.05048,1.05093,1.04804,1.04853,12944,0,0,EURUSD,H4
2024-12-17 12:00:00,1.04868,1.05065,1.0479,1.05048,14344,0,0,EURUSD,H4
2024-12-17 16:00:00,1.05046,1.05159,1.04946,1.04999,17217,0,0,EURUSD,H4
2024-12-17 20:00:00,1.04999,1.05044,1.04853,1.04915,8453,0,0,EURUSD,H4
2024-12-18 00:00:00,1.04908,1.0503,1.04905,1.05022,4456,0,0,EURUSD,H4
2024-12-18 04:00:00,1.05024,1.05059,1.04961,1.05023,5984,0,0,EURUSD,H4
2024-12-18 08:00:00,1.05024,1.05129,1.04877,1.04942,11876,0,0,EURUSD,H4
2024-12-18 12:00:00,1.04944,1.05036,1.04827,1.04921,13228,0,0,EURUSD,H4
2024-12-18 16:00:00,1.04921,1.05032,1.04671,1.04753,15443,0,0,EURUSD,H4
2024-12-18 20:00:00,1.04754,1.04926,1.03443,1.03498,24251,0,0,EURUSD,H4
2024-12-19 00:00:00,1.03475,1.03801,1.0347,1.03781,10337,0,0,EURUSD,H4
2024-12-19 04:00:00,1.03781,1.03908,1.03723,1.03822,9908,0,0,EURUSD,H4
2024-12-19 08:00:00,1.03821,1.04225,1.03775,1.04125,19547,0,0,EURUSD,H4
2024-12-19 12:00:00,1.04125,1.04158,1.03859,1.0399,18506,0,0,EURUSD,H4
2024-12-19 16:00:00,1.03991,1.04071,1.0354700000000001,1.03617,21559,0,0,EURUSD,H4
2024-12-19 20:00:00,1.03617,1.03773,1.03555,1.0363,11272,0,0,EURUSD,H4
2024-12-20 00:00:00,1.03614,1.03693,1.03589,1.03636,6193,0,0,EURUSD,H4
2024-12-20 04:00:00,1.03636,1.03668,1.03566,1.03662,6983,0,0,EURUSD,H4
2024-12-20 08:00:00,1.03662,1.03985,1.0343,1.0383,16083,0,0,EURUSD,H4
2024-12-20 12:00:00,1.0383,1.0419100000000001,1.03795,1.04075,14954,0,0,EURUSD,H4
