time,open,high,low,close,tick_volume,spread,real_volume,symbol,timeframe,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,sma_200,ema_200,rsi_7,rsi_14,rsi_21,macd,macd_signal,macd_hist,bb_upper_20,bb_lower_20,bb_width_20,bb_pct_20,atr_14,stoch_k_14,stoch_d_14,momentum_10,roc_10,momentum_20,roc_20,body_size,upper_shadow,lower_shadow,body_ratio,is_bullish,volume_sma_20,volume_ratio,price_change,price_change_5,price_change_10,volatility_10,volatility_20,dist_sma_20,dist_sma_50,dist_ema_20,future_return,label_direction,label_return,label_volatility
2015-07-22,1.5551,1.56459,1.5544099999999998,1.5604900000000002,246122,5,0,GBPUSD,D1,1.558688,1.5584719226557366,1.558188,1.557861566035006,1.556165,1.558042248007266,1.5548275999999999,1.554060073076934,1.5357763,1.5455431806780606,1.53327665,1.5436395413379596,39.77042350848835,50.18070516745927,42.29673363112948,-8.97200080074434e-05,-0.0003848940620154456,0.0002951740540080022,1.573597781581935,1.538732218418065,0.022404798439670682,0.6240479012849326,0.01063285714285711,79.83753965814513,71.03761704563124,0.009120000000000239,0.5878674977221663,-0.012639999999999763,-0.8034936718005677,0.005390000000000228,0.0040999999999997705,0.0006900000000000794,0.5294695429325376,1,122300.5,2.012436580390103,0.0034595623460720315,-0.00023064355959878657,0.005878674977600529,0.005096830823599249,0.008716390790967546,0.0027792682650761374,0.0036418185525109717,0.0015710434012349394,0.0005382924594197203,1,0.0005382924594197203,0.0035341596638085054
2015-07-23,1.56048,1.56701,1.55006,1.55218,175895,8,99624283000,GBPUSD,D1,1.557018,1.5563746151038247,1.558277,1.556828554028641,1.555208,1.5574839386732409,1.5551097999999999,1.553986344720976,1.5364281,1.5456746028428514,1.5331394500000002,1.543724521026139,23.828469642797586,54.277551105268756,39.32755901591578,-0.000532706660191451,-0.0004144565816506467,-0.00011825007854080426,1.5711778605602877,1.539238139439712,0.020537266475336827,0.40519641580185783,0.010444999999999973,55.72961979770882,66.59897476085781,0.0008900000000000574,0.05737160685253472,-0.019140000000000157,-1.2180841584643531,0.008300000000000196,0.006529999999999925,0.0021199999999998997,0.48967551333525866,0,123127.25,1.4285627267725045,-0.0053252504021173985,-0.005350746220835312,0.0005737160685623799,0.00496916726758922,0.007984930280143939,-0.0019470064453149226,-0.00188398272572881,-0.0034054532064187073,0.005360203069231684,2,0.005360203069231684,0.0020130655366449412
2015-07-24,1.55225,1.5525600000000002,1.54663,1.55096,130450,11,105253416000,GBPUSD,D1,1.5551020000000002,1.55456974340255,1.558497,1.5557615442052515,1.554658,1.5568626111805512,1.5554378,1.5538676645358398,1.5371446999999998,1.545779264172696,1.5330238,1.5437965158417992,26.07643840089527,63.156051637185406,39.565394802302926,-0.0009710271807321647,-0.0005257707014669503,-0.0004452564792652143,1.5704048735075382,1.538911126492462,0.02025766889893226,0.3825798646160479,0.00987928571428571,50.28657601723493,61.9512451576963,0.0021999999999999797,0.14204912316033025,-0.01100000000000012,-0.7042433864693,0.0012900000000000134,0.0003100000000002545,0.004329999999999945,0.217537938995982,0,122427.65,1.0655272726381655,-0.0007859913154402154,-0.006138900636959099,0.0014204912316950757,0.004530327557442649,0.007873436753769114,-0.00237865819991428,-0.0028788036395362175,-0.003791350076611022,0.00620905761592816,2,0.00620905761592816,0.0018469684231188744
2015-07-25,1.55095,1.55184,1.55,1.55127,2386,11,1496245000,GBPUSD,D1,1.554002,1.5534698289350333,1.5572719999999998,1.5549448998042965,1.554207,1.5563299815443083,1.5558534,1.553765795338356,1.5378225,1.5458879916148207,1.53296135,1.5438708788682491,27.58954407973522,62.135920766085896,43.961133292075715,-0.0012786455124296214,-0.0006763456636594846,-0.0006022998487701368,1.5697905285511502,1.5386234714488496,0.02005335010220686,0.40576588508384515,0.009460714285714282,48.02314352933726,51.34644644809367,-0.012250000000000094,-0.7834885386318439,-0.009020000000000028,-0.5780976612951394,0.00031999999999987594,0.0005700000000001815,0.0009500000000000064,0.17391303402639208,1,116180.8,0.020536956192417317,0.0001998762057049408,-0.0035329560564502094,-0.007834885386819535,0.0046750824116268625,0.007791764275575155,-0.0018897096717560766,-0.0029459073712892387,-0.003251226670427825,0.00663327467172059,2,0.00663327467172059,0.0017965335754099741
2015-07-27,1.5509,1.55948,1.54902,1.55605,143219,9,115211177000,GBPUSD,D1,1.55419,1.554329885956689,1.556475,1.5551458271126062,1.5540924999999999,1.5563033166353266,1.556404,1.5538553719917536,1.5385581,1.5460892195036362,1.53292215,1.5439920641531422,41.171843145092765,54.99999835470086,47.68609364613845,-0.001123775025726026,-0.000765831536072793,-0.000357943489653233,1.5695815316030166,1.5386034683969831,0.019933217106467904,0.5631898750629385,0.008873571428571416,49.1971451864531,49.168954911008434,-0.007970000000000033,-0.509584276383323,-0.0022899999999999032,-0.14695124297989862,0.005149999999999988,0.003430000000000044,0.0018799999999998818,0.49235181173660125,1,117755.7,1.2162383646821333,0.0030813462517809143,0.0006044588485700775,-0.0050958427641590864,0.004032000468467905,0.007744515801508421,0.0012595775347182352,-0.00022744737226145702,-0.00016276816517879592,0.003830211111468085,2,0.003830211111468085,0.0015278158617865315
2015-07-28,1.55604,1.56272,1.55277,1.56133,145612,8,129304474000,GBPUSD,D1,1.554358,1.5566632573044594,1.5565229999999999,1.5562702221830413,1.5542725,1.556782048384343,1.5570622,1.5541484946587436,1.5393484000000002,1.5463910171372275,1.53285965,1.544164580927738,58.463250151288996,59.65384454778123,51.57451176085874,-0.000568434615622504,-0.0007263521519827352,0.00015791753636023123,1.5700210168892115,1.5385239831107884,0.02026480799114895,0.7240687163509348,0.009400714285714287,72.7475465087091,56.65594507483316,0.000480000000000258,0.030752474611237826,0.0036000000000002697,0.23110551891336525,0.005290000000000017,0.0013900000000000023,0.003270000000000106,0.5316582861139821,1,124931.6,1.1655337800844612,0.0033932071591531443,0.0005382924594197203,0.0003075247461321595,0.004092277415375508,0.00787425844460576,0.004540709559968468,0.0027409309658444924,0.0029213797911434225,-0.0020111059161100897,1,-0.0020111059161100897,0.0012174025004512592
2015-07-29,1.56134,1.56891,1.55872,1.5605,151879,8,130340200000,GBPUSD,D1,1.556022,1.5579421715363064,1.55652,1.5570392726952154,1.554286,1.5571361390144056,1.5578853999999998,1.5543975732995772,1.5400428,1.5466704029364902,1.532842,1.5443271224110442,60.32171420048996,61.66997840282353,51.45528939733001,-0.00019307179157435073,-0.0006196960799010583,0.0004266242883267076,1.570056467269361,1.538515532730639,0.020292876947178375,0.697013817795087,0.009358571428571423,64.79698591545824,62.24722587020682,-2.999999999997449e-05,-0.0019224237917920236,0.00026999999999999247,0.017305140907602556,0.0008399999999999519,0.007570000000000077,0.0017799999999998928,0.08243375777787858,0,126103.6,1.2043986055909575,-0.0005315980606278581,0.005360203069231684,-1.9224237919113207e-05,0.00408902324657847,0.00788523363468057,0.003997977205996929,0.0016783005988966935,0.0021602870173622188,-0.002089074014738901,1,-0.002089074014738901,0.0012199794658758402
2015-07-30,1.56047,1.56429,1.5562200000000002,1.56059,152097,5,136603085000,GBPUSD,D1,1.557948,1.5588247810242044,1.5565250000000002,1.5576848594779034,1.5549909999999998,1.5574650781558907,1.5584212,1.5546404135623388,1.5407308,1.5469460385219063,1.5328025499999998,1.5444889420885461,50.240152009216224,45.88829457637905,50.19404802277377,0.0001103956266010897,-0.00047367773860062867,0.0005840733652017183,1.570553326845345,1.5394286731546545,0.02001597031152632,0.6798895495401395,0.008590714285714276,62.65709128071289,66.73387456829342,4.999999999988347e-05,0.0032040191213733357,0.014100000000000001,0.9117420739279439,0.00011999999999989797,0.0037000000000000366,0.004249999999999865,0.014869888291562841,1,125747.95,1.209538604804292,5.7673822492665394e-05,0.00620905761592816,3.204019121572088e-05,0.004094511909584056,0.0077811634226726675,0.0036006639264407744,0.0013916648463591257,0.002006415352573158,-0.00041010130783869503,1,-0.00041010130783869503,0.0015666478992254016
2015-07-31,1.56059,1.56778,1.55486,1.56156,165742,5,152704235000,GBPUSD,D1,1.560006,1.559736520682803,1.557004,1.5583894304819208,1.5562729999999998,1.5578550707124725,1.5589893999999997,1.5549117698932275,1.5414582,1.5472354238977102,1.5327727500000001,1.544658803361297,84.79228046330851,46.5927959770109,59.4199259309683,0.00042427584737581014,-0.00029408702140534094,0.0007183628687811511,1.5692260473553028,1.5433199526446968,0.016646240544304254,0.7040832471529346,0.008811428571428566,67.01077169205244,64.82161629607452,0.004790000000000072,0.3076883547147224,0.025640000000000107,1.6693577789423115,0.0009700000000001374,0.006219999999999892,0.005730000000000013,0.07507739879972093,1,126329.6,1.3119807234409027,0.0006215597946930274,0.00663327467172059,0.003076883547344922,0.004395477979311761,0.006476523677651456,0.0033972188681937825,0.0016488886966360536,0.002378224622393971,-0.006096467634929104,0,-0.006096467634929104,0.002633434958956483
2015-08-01,1.56155,1.56272,1.56109,1.56201,4141,11,3038516000,GBPUSD,D1,1.5611979999999999,1.5604943471218689,1.557694,1.5590477158488443,1.557485,1.5582507782636656,1.5595046,1.5551901318581989,1.5422541,1.5475279897611218,1.5327972500000002,1.54483145208407,93.46970374281652,51.73756523569234,68.6703857992296,0.0007012557827703603,-9.50184605702007e-05,0.0007962742433405609,1.5673058703655065,1.5476641296344935,0.01261119094630959,0.7303767262245523,0.008282142857142858,69.03052033648731,66.23279443641755,0.006899999999999906,0.443698516475118,0.024239999999999817,1.5763085505910186,0.00045999999999990493,0.0007100000000002105,0.00045999999999990493,0.28220857164358404,1,119768.1,0.034575149810341786,0.0002881733650963447,0.003830211111468085,0.004436985165036544,0.0046018575959367964,0.004910435182753254,0.002905324930711601,0.0016065358190282591,0.002412462607772188,-0.008610700315618836,0,-0.008610700315618836,0.0025115839431260178
